no,업체ID,업체명,시도,시군구,도로명주소,지번주소,우편번호,위도,경도,좌표_상태,전화번호,전화번호_유형,연락가능,영업상태,인허가일자,보호복_수,수동분무기_수,동력분무기_수,초미립자살포기_수,진공청소기_수,방독면_수,개방자치단체코드,최종수정일시
762,PHMB520143420023042500001,(주)세린티에스,대구광역시,동구,"대구광역시 동구 안심로 389-3, 에이동 2층층 218호 (신서동)",대구광역시 동구 신서동 521번지 39호,41083,35.870842,128.726505,정상,053-961-3366,유선,True,영업중,2014-01-03,5,5,1,1,1,5,3420000,2024-03-06 10:52:29
763,PHMB520253420023042500006,(주)세스코 대구경북사업부,대구광역시,동구,"대구광역시 동구 안심뉴타운5로 5, 2층 (율암동)",대구광역시 동구 율암동 1264,41128,35.873444,128.705334,정상,053-965-0188,유선,True,영업중,2025-12-31,15,3,0,2,3,10,3420000,2025-12-31 13:02:13
764,PHMB519853420023042500001,(주)세스코 대구동부지역단,대구광역시,동구,"대구광역시 동구 안심로 280, 4,5층 (동호동)","대구광역시 동구 동호동 352번지 2호 ,129-6번지 우성빌딩(2층)",41085,35.86593,128.715173,정상,,없음,False,영업중,1985-06-22,5,24,0,4,2,5,3420000,2024-12-05 15:03:34
765,PHMB520213420023042500010,(주)세스코 홈케어대구경북지역단,대구광역시,동구,"대구광역시 동구 안심로 240, 3층 (서호동)",대구광역시 동구 서호동 129,41101,35.865909,128.71079,정상,053-963-7954,유선,True,영업중,2021-10-20,50,25,0,7,5,25,3420000,2026-07-09 09:53:12
766,PHMB520083420023042500002,(주)신세계환경,대구광역시,동구,"대구광역시 동구 반야월로18길 30, 2층 (율하동)",대구광역시 동구 율하동 59-1,41119,35.872266,128.697277,정상,,없음,False,영업중,2008-09-04,5,13,1,5,1,5,3420000,2025-08-13 13:43:12
767,PHMB520213420023042500001,(주)에버퓨리,대구광역시,동구,"대구광역시 동구 이노밸리로26길 8, 광진빌딩 3층 301호 (각산동)",대구광역시 동구 각산동 1035 광진빌딩,41065,35.878291,128.711504,정상,,없음,False,영업중,2021-02-09,5,10,0,2,10,5,3420000,2025-02-04 14:17:11
768,PHMB520083420023042500006,(주)에이치엔아이,대구광역시,동구,"대구광역시 동구 반야월로 205, 동호빌딩 지하1층 (동호동)",대구광역시 동구 동호동 6-2 동호빌딩,41127,35.872458,128.710865,정상,,없음,False,영업중,2008-02-18,5,5,1,1,1,5,3420000,2025-08-13 13:54:20
769,PHMB520213420023042500004,(주)에이치티에스,대구광역시,동구,"대구광역시 동구 동부로 213, 2층 (효목동)",대구광역시 동구 효목동 289-7,41230,35.879403,128.634871,정상,053-741-6401,유선,True,영업중,2021-04-21,5,3,0,1,1,5,3420000,2026-04-20 17:40:47
770,PHMB520173420023042500006,(주)영안종합관리,대구광역시,동구,"대구광역시 동구 동촌로 349, 4층 (용계동)",대구광역시 동구 용계동 1029번지 1호,41133,35.877798,128.677698,정상,053-384-0708,유선,True,영업중,2016-06-03,5,3,0,1,1,5,3420000,2017-12-04 11:02:09
771,PHMB519893420023042500001,(주)제일종합방역공사,대구광역시,동구,대구광역시 동구 화랑로25길 34 (효목동),대구광역시 동구 효목2동 621번지 6호,41240,35.876994,128.641065,정상,,없음,False,영업중,1989-11-06,5,5,1,1,1,5,3420000,2026-05-26 18:14:09
772,PHMB520203420023042500010,(주)천일종합관리,대구광역시,동구,"대구광역시 동구 송라로16길 89-6, 천일종합관리 (신천동)",대구광역시 동구 신천동 41-19,41227,35.876712,128.622202,정상,053-746-8484,유선,True,영업중,2011-03-09,5,7,1,1,2,5,3420000,2026-02-25 16:44:18
773,PHMB520203420023042500021,(주)클로젝,대구광역시,동구,"대구광역시 동구 반야월로28길 21, 2층 (신기동)",대구광역시 동구 신기동 185-6,41110,35.871925,128.703955,정상,1566-1107,대표번호,True,영업중,2013-05-09,7,7,0,3,1,6,3420000,2024-12-05 15:46:18
774,PHMB520043420023042500002,(주)트라이앵글,대구광역시,동구,대구광역시 동구 도평로51길 35 (도동),대구광역시 동구 도동 455번지,41017,35.920159,128.661292,정상,053-984-8400,유선,True,영업중,2004-12-14,5,5,1,1,1,5,3420000,2025-10-22 17:35:59
775,PHMB520163420023042500004,(주)하나로시스템,대구광역시,동구,"대구광역시 동구 율하동로19길 59-2, 1층 (율하동)",대구광역시 동구 율하동 892-10,41122,35.869782,128.695554,정상,053-522-2921,유선,True,영업중,2012-11-07,10,10,0,3,2,5,3420000,2024-07-09 17:17:37
776,PHMB520253420023042500003,(주)한마음 종합관리,대구광역시,동구,대구광역시 동구 동부로12길 38 (신천동),대구광역시 동구 신천동 267-1,41258,35.873097,128.619234,정상,053-953-7817,유선,True,영업중,2010-10-04,5,3,1,1,3,5,3420000,2025-05-20 11:26:23
777,PHMB520083420023042500009,(주)한비,대구광역시,동구,대구광역시 동구 송라로 67 (신천동),대구광역시 동구 신천1.2동 732번지 1호,41264,35.873087,128.618146,정상,053-356-1116,유선,True,영업중,2008-08-22,5,5,1,1,1,5,3420000,2025-08-13 13:48:19
778,PHMB520103420023042500001,(주)혜경,대구광역시,동구,"대구광역시 동구 동촌로56길 34, 2층 (방촌동)",대구광역시 동구 방촌동 1113-235,41164,35.878212,128.669282,정상,,없음,False,영업중,2010-01-15,5,5,1,2,2,5,3420000,2025-08-13 13:32:24
779,PHMB520243420023042500008,educlean 에듀클린,대구광역시,동구,"대구광역시 동구 동호로9길 54, 101호 (신서동)",대구광역시 동구 신서동 553-2,41088,35.869792,128.731462,정상,053-710-7106,유선,True,영업중,2024-11-08,5,3,0,1,1,5,3420000,2024-11-11 13:23:35
780,PHMB519933420023042500001,갑을산업,대구광역시,동구,대구광역시 동구 아양로50길 21 (효목동),대구광역시 동구 효목1동 81번지 7호,41169,35.886041,128.639738,정상,,없음,False,영업중,1993-03-04,5,5,1,1,1,5,3420000,2025-08-13 14:52:10
781,PHMB520243420023042500001,그린환경관리,대구광역시,동구,"대구광역시 동구 팔공로 322-5, 111동 3호 (봉무동, 봉무청구새들마을)",대구광역시 동구 봉무동 245 봉무청구새들마을,41020,35.928783,128.642336,정상,053-326-5323,유선,True,영업중,2008-02-18,5,5,1,1,1,5,3420000,2024-01-22 16:38:04
782,PHMB520243420023042500007,다올클린,대구광역시,동구,"대구광역시 동구 국채보상로159길 42, 1층 (신천동)",대구광역시 동구 신천동 653-3,41268,35.869939,128.616319,정상,,없음,False,영업중,2022-07-31,5,3,0,1,1,5,3420000,2025-08-11 17:32:19
783,PHMB520233420023042500006,대경기업,대구광역시,동구,"대구광역시 동구 아양로 9, 3층 303호 (신암동)",대구광역시 동구 신암동 802-1,41196,35.881508,128.61527,정상,053-768-2152,유선,True,영업중,1988-05-20,5,3,0,1,1,5,3420000,2025-08-13 14:59:52
784,PHMB520193420023042500003,대구동구백세그린,대구광역시,동구,"대구광역시 동구 동촌로 301, 진우빌딩 2층 (방촌동)",대구광역시 동구 방촌동 857-121 진우빌딩,41146,35.879283,128.672663,정상,,없음,False,영업중,2019-04-02,5,3,0,1,1,5,3420000,2025-10-14 17:26:19
785,PHMB520183420023042500005,대신종합관리,대구광역시,동구,"대구광역시 동구 아양로 9, 3층 (신암동)",대구광역시 동구 신암동 802번지 1호,41196,35.881508,128.61527,정상,,없음,False,영업중,2012-06-19,5,5,1,1,1,5,3420000,2025-10-22 17:07:47
786,PHMB520143420023042500004,대진이엠,대구광역시,동구,"대구광역시 동구 반야월북로53길 10, 상가동 105호 (신서동, 신서보라맨션)",대구광역시 동구 신서동 885 신서보라맨션,41075,35.87371,128.726763,정상,,없음,False,영업중,2014-05-01,5,10,1,2,4,7,3420000,2022-11-25 17:38:22
787,PHMB520063420023042500004,동서환경,대구광역시,동구,대구광역시 동구 동북로81길 52 (신암동),대구광역시 동구 신암5동 130번지 93호,41183,35.888317,128.630775,정상,,없음,False,영업중,2006-08-09,5,5,1,1,1,5,3420000,2025-10-22 17:33:08
788,PHMB520263420023042500003,두손방역,대구광역시,동구,"대구광역시 동구 반야월북로 174, 3층 (각산동)",대구광역시 동구 각산동 370-38,41073,35.873051,128.716474,정상,,없음,False,영업중,2026-02-25,5,3,0,1,1,5,3420000,2026-02-25 15:45:07
789,PHMB520153420023042500004,무지개환경,대구광역시,동구,"대구광역시 동구 안심로 448 (괴전동, 지하 1층)",대구광역시 동구 괴전동 165번지 4호,41092,35.870921,128.732857,정상,1833-7510,대표번호,True,영업중,2015-10-06,5,3,0,2,1,5,3420000,2025-08-11 17:53:25
790,PHMB520263420023042500001,믿음워싱 앤 크린,대구광역시,동구,"대구광역시 동구 효동로 118-1, 1층 (효목동)",대구광역시 동구 효목동 87-10 1층,41170,35.886763,128.64157,정상,053-939-0474,유선,True,영업중,2026-01-07,5,3,0,1,1,5,3420000,2026-01-07 14:22:20
791,PHMB520263420023042500002,바른청소,대구광역시,동구,"대구광역시 동구 신암북로11길 6, 103호 (신암동, 금오아파트)",대구광역시 동구 신암동 676-1 금오아파트 상가 103호,41192,35.887675,128.622554,정상,,없음,False,영업중,2026-02-13,8,4,0,2,4,5,3420000,2026-02-14 17:27:12
792,PHMB520103420023042500008,부흥종합관리주식회사,대구광역시,동구,"대구광역시 동구 경안로 742-1, 2층 (동호동, 구동빌딩 )",대구광역시 동구 동호동 106번지 60호 구동빌딩 2층,41078,35.868686,128.713856,정상,053-961-9880,유선,True,영업중,2010-11-01,9,7,2,1,3,7,3420000,2020-11-03 16:37:22
793,PHMB520103420023042500005,성오보안공사(주),대구광역시,동구,"대구광역시 동구 동대구로 445, 3층 (신천동)",대구광역시 동구 신천동 110-7,41260,35.869931,128.625302,정상,,없음,False,영업중,2010-04-06,5,4,1,2,1,5,3420000,2026-02-05 12:03:22
794,PHMB520043420023042500004,성창티엠(주),대구광역시,동구,대구광역시 동구 아양로41길 17-2 (신암동),대구광역시 동구  23번지 9호,41185,35.887902,128.636276,정상,053-951-8813,유선,True,영업중,2004-06-01,5,5,1,1,1,5,3420000,2026-08-05 17:25:40
795,PHMB520213420023042500011,세존 대구지사,대구광역시,동구,"대구광역시 동구 팔공로51길 15-5, 405호 (봉무동)",대구광역시 동구 봉무동 1539-9,41026,35.922505,128.63949,정상,1668-2122,대표번호,True,영업중,2018-05-17,5,7,0,7,1,5,3420000,2026-05-11 11:29:46
796,PHMB520223420023042500001,소목골마을관리사회적협동조합,대구광역시,동구,"대구광역시 동구 효목로 7, 효목2동 복합근린허브센터 3층 (효목동)",대구광역시 동구 효목동 467-2 효목2동 복합근린허브센터,41238,35.874064,128.639083,정상,053-744-3781,유선,True,영업중,2022-04-12,5,3,0,1,1,5,3420000,2025-10-14 11:05:08
797,PHMB520163420023042500001,시스템방역,대구광역시,동구,"대구광역시 동구 송라로32길 23, 2층 (신암동)",대구광역시 동구 신암동 166번지 27호,41207,35.881037,128.617009,정상,070-8238-2348,인터넷전화,True,영업중,2016-01-08,5,3,0,1,1,5,3420000,2025-10-14 17:46:46
798,PHMB520173420023042500001,신세계환경,대구광역시,동구,"대구광역시 동구 율하동로21길 29, 1층 102호 (율하동)",대구광역시 동구 율하동 929번지 7호,41120,35.869049,128.699454,정상,,없음,False,영업중,2017-01-06,5,4,0,2,1,5,3420000,2017-01-09 08:52:41
799,PHMB520253420023042500001,애니젠(ANYGEN),대구광역시,동구,"대구광역시 동구 경안로107길 37, 이송빌딩 2층 (서호동)",대구광역시 동구 서호동 64,41113,35.870916,128.709752,정상,1544-7298,대표번호,True,영업중,2025-02-20,5,3,0,2,1,5,3420000,2025-08-11 17:23:50
800,PHMB520243420023042500006,에버그린,대구광역시,동구,"대구광역시 동구 화랑로 397, 4층 (방촌동)",대구광역시 동구 방촌동 1084-665,41163,35.877252,128.667619,정상,,없음,False,영업중,2024-08-06,5,4,0,1,1,5,3420000,2024-08-06 15:46:55
801,PHMB520133420023042500001,에스산업개발주식회사,대구광역시,동구,"대구광역시 동구 동대구로 445, 3층 (신천동)",대구광역시 동구 신천동 110-7,41260,35.869931,128.625302,정상,,없음,False,영업중,2013-01-16,5,3,1,1,1,5,3420000,2025-10-22 17:00:50
802,PHMB520203420023042500004,에코시스템 미가,대구광역시,동구,"대구광역시 동구 둔산로2길 33 (신평동, 대현빌라)",,41134,35.880148,128.674198,정상,,없음,False,영업중,2020-04-10,5,3,0,1,1,5,3420000,2025-10-22 17:50:19
803,PHMB520063420023042500003,온누리환경,대구광역시,동구,"대구광역시 동구 반야월북로53길 10, 103동 111호 (신서동, 신서보라맨션)",대구광역시 동구 신서동 885번지,41075,35.87371,128.726763,정상,,없음,False,영업중,2006-02-03,5,5,1,1,1,5,3420000,2025-08-13 14:10:17
804,PHMB520133420023042500002,제일장애인보호작업장,대구광역시,동구,"대구광역시 동구 송라로2길 17-4, 1층 (신천동)",,41259,35.869988,128.621273,정상,,없음,False,영업중,2013-04-18,5,5,1,1,1,5,3420000,2025-08-12 15:46:32
805,PHMB520263420023042500004,주식회사 다이나,대구광역시,동구,"대구광역시 동구 아양로 213-4, 2층 (신암동)",대구광역시 동구 신암동 23-72,41186,35.8869,128.636565,정상,,없음,False,영업중,2026-03-10,5,3,0,1,1,5,3420000,2026-03-11 09:13:13
806,PHMB520173420023042500002,주식회사 대길에스엔,대구광역시,동구,"대구광역시 동구 효목로5길 87, 지하1층 (효목동)",대구광역시 동구 효목동 424-10,41234,35.877278,128.636693,정상,,없음,False,영업중,2017-01-06,5,5,0,2,1,5,3420000,2025-10-14 14:05:57
807,PHMB520233420023042500005,주식회사 디지티모빌리티,대구광역시,동구,"대구광역시 동구 화랑로 397, 3~5층 (방촌동)",대구광역시 동구 방촌동 1084-665,41163,35.877252,128.667619,정상,053-767-4542,유선,True,영업중,2022-04-06,5,3,0,1,1,5,3420000,2023-10-16 14:12:12
808,PHMB520153420023042500003,주식회사 부흥에스티,대구광역시,동구,"대구광역시 동구 경안로 742, 3층 (동호동, 황제빌딩)",대구광역시 동구 동호동 106번지 61호,41078,35.868567,128.713849,정상,,없음,False,영업중,2015-09-16,5,3,0,1,1,5,3420000,2025-10-14 17:49:20
809,PHMB520223420023042500003,주식회사 신광메디칼,대구광역시,동구,대구광역시 동구 팔공산로 1685(백안동),대구광역시 동구 백안동 515,41009,35.954952,128.690965,정상,053-581-5830,유선,True,영업중,2022-11-10,5,3,0,1,2,5,3420000,2022-11-23 19:28:00
810,PHMB520213420023042500008,주식회사 에셀앤세존,대구광역시,동구,"대구광역시 동구 호반길 61, 1층 (방촌동)",대구광역시 동구 방촌동 1078-1,41161,35.879186,128.660589,정상,053-247-4466,유선,True,영업중,2021-08-23,5,3,0,2,1,5,3420000,2026-03-24 16:22:14
811,PHMB520093420023042500002,주식회사 유원비즈,대구광역시,동구,"대구광역시 동구 화랑로80길 8, 205호 (방촌동, 우방강촌마을)",대구광역시 동구 방촌동 1084번지 30호 우방강촌마을,41147,35.876374,128.665696,정상,,없음,False,영업중,2009-04-23,5,5,1,1,1,5,3420000,2026-04-06 10:43:35
812,PHMB520243420023042500004,주식회사 케어원 대구지사,대구광역시,동구,"대구광역시 동구 안심뉴타운6로 29, 3층 (율암동)",대구광역시 동구 율암동 1293,41128,35.875906,128.708027,정상,070-4870-3010,인터넷전화,True,영업중,2015-07-24,5,3,0,1,1,5,3420000,2025-10-16 11:12:23
813,PHMB520183420023042500002,주식회사그린피아,대구광역시,동구,"대구광역시 동구 안심로 231, 3층 (서호동)",대구광역시 동구 서호동 123번지 17호,41117,35.86646,128.710044,정상,053-746-3003,유선,True,영업중,2018-02-05,5,3,0,1,1,5,3420000,2018-02-05 16:53:18
814,PHMB520143420023042500005,주식회사토홍,대구광역시,동구,"대구광역시 동구 아양로 23, 3층 (신암동)",대구광역시 동구 신암동 795번지 9호,41196,35.881789,128.61655,정상,,없음,False,영업중,2014-06-18,10,6,1,1,2,10,3420000,2026-02-09 09:41:02
815,PHMB520143420023042500006,청라환경,대구광역시,동구,"대구광역시 동구 공항로49길 19, 1층 (지저동)",대구광역시 동구 지저동 656-23,41046,35.895752,128.642225,정상,053-625-3939,유선,True,영업중,2014-07-15,5,3,1,2,1,5,3420000,2025-08-11 17:56:35
816,PHMB520253420023042500002,크린텍,대구광역시,동구,"대구광역시 동구 아양로 218, 진로이스트타운 상가 303동 1층 105호 (효목동, 진로이스트타운)",대구광역시 동구 효목동 55 진로이스트타운 상가 303동 105호,41168,35.884731,128.637997,정상,,없음,False,영업중,2025-03-21,2,3,0,1,1,2,3420000,2025-03-24 11:45:47
817,PHMB520053420023042500001,탑크린,대구광역시,동구,대구광역시 동구 팔공로25길 32-1 (불로동),대구광역시 동구 불로동 183번지,41035,35.910564,128.637343,정상,,없음,False,영업중,2005-09-02,5,5,1,1,1,5,3420000,2025-10-22 17:34:45
818,PHMB520203420023042500015,팔공방역소독공사,대구광역시,동구,"대구광역시 동구 팔공산로199길 29, 이조명가 (용수동)",,41007,35.989165,128.694064,정상,,없음,False,영업중,2020-09-23,5,3,0,1,1,5,3420000,2025-10-14 10:50:41
819,PHMB520233420023042500002,하나방역 대구북부지사,대구광역시,동구,"대구광역시 동구 혁신대로35길 3-16, 1층 (각산동)",대구광역시 동구 각산동 1086,41067,35.878234,128.717593,정상,1661-2204,대표번호,True,영업중,2023-04-05,5,3,0,1,1,5,3420000,2026-09-02 09:06:52
820,PHMB520253420023042500005,하이비즈랩 주식회사,대구광역시,동구,"대구광역시 동구 효동로 79, 302호 (효목동)",대구광역시 동구 효목동 134-5 302호,41172,35.88361,128.643455,정상,053-287-0033,유선,True,영업중,2025-08-27,5,3,0,1,1,5,3420000,2025-08-27 18:04:18
821,PHMB520083420023042500007,한국메인터너스,대구광역시,동구,대구광역시 동구 동북로81길 52 (신암동),대구광역시 동구 신암5동 130번지 93호,41183,35.888317,128.630775,정상,,없음,False,영업중,2008-02-27,5,5,1,1,1,5,3420000,2025-08-13 13:50:41
822,PHMB520013420023042500001,한국방역공사,대구광역시,동구,"대구광역시 동구 동부로 213, 2층 (효목동)",대구광역시 동구 효목동 289-7,41230,35.879403,128.634871,정상,,없음,False,영업중,2001-07-06,9,3,5,1,1,5,3420000,2025-08-13 14:30:06
823,PHMB520193420023042500008,한미종합방역공사,대구광역시,동구,"대구광역시 동구 해동로6길 34, 102호 (지저동)",대구광역시 동구 지저동 1073번지 2호,41042,35.89673,128.634625,정상,,없음,False,영업중,1994-06-08,7,9,1,1,1,5,3420000,2025-08-13 14:48:50
824,PHMB520063450022042500002,(주)경맥 엠앤씨,대구광역시,북구,대구광역시 북구 침산남로 163 (침산동),대구광역시 북구 침산2동 218번지 8호,41561,35.887705,128.59377,정상,,없음,False,영업중,2006-02-17,5,5,1,1,1,5,3450000,2017-07-03 12:02:46
825,PHMB520203450022042500002,(주)그린연서,대구광역시,북구,대구광역시 북구 도남길 262-1(도남동),대구광역시 북구 도남동 91-1,41408,35.96973,128.589533,정상,053-326-9398,유선,True,영업중,2020-01-23,5,5,0,1,1,5,3450000,2022-11-24 19:00:42
826,PHMB520253450022042500002,(주)그린천사,대구광역시,북구,"대구광역시 북구 내곡로 77, 4층 403호 (사수동)",대구광역시 북구 사수동 797,41493,35.901791,128.512267,정상,070-8862-7479,인터넷전화,True,영업중,2014-11-06,10,5,1,1,1,5,3450000,2025-03-21 15:50:16
827,PHMB520193450022042500005,(주)다인엠에스,대구광역시,북구,"대구광역시 북구 동북로 114, 2층 (산격동)",대구광역시 북구 산격동 524번지 7호,41533,35.901622,128.606215,정상,,없음,False,영업중,2009-05-21,5,5,1,1,1,5,3450000,2020-06-03 17:40:55
828,PHMB520153450022042500003,(주)대경종합관리,대구광역시,북구,"대구광역시 북구 대현로 85, 3층 (대현동)",대구광역시 북구 대현동 157-3,41569,35.882814,128.608823,정상,,없음,False,영업중,2015-10-27,5,5,0,1,1,5,3450000,2023-05-03 17:49:18
829,PHMB520193450022042500002,(주)신성씨앤지,대구광역시,북구,"대구광역시 북구 성북로5길 22, 안산빌딩 4층 (침산동)",대구광역시 북구 침산동 498-7,41550,35.892659,128.587123,정상,053-422-1825,유선,True,영업중,2019-05-17,5,3,0,1,1,5,3450000,2021-12-22 11:29:51
830,PHMB520113450022042500002,(주)신진종합관리,대구광역시,북구,대구광역시 북구 학남로15길 14 (국우동),대구광역시 북구 국우동 1083번지 8호,41419,35.94604,128.571354,정상,053-326-6516,유선,True,영업중,2011-05-27,6,7,1,1,1,7,3450000,2020-04-19 15:06:02
831,PHMB520203450022042500011,(주)아이고,대구광역시,북구,"대구광역시 북구 신천동로 962, 2층 (산격동)",대구광역시 북구 산격동 724-9,41502,35.901999,128.594578,정상,053-939-5909,유선,True,영업중,2020-04-21,5,3,0,1,1,5,3450000,2026-07-27 10:54:23
832,PHMB520233450022042500001,(주)에스와이에스앤씨,대구광역시,북구,"대구광역시 북구 노원로 169, 2층 203호 (노원동3가)",대구광역시 북구 노원동3가 1205-1,41494,35.899198,128.57866,정상,053-341-1233,유선,True,영업중,2023-01-02,5,3,0,1,1,5,3450000,2024-11-27 14:28:48
833,PHMB520163450022042500003,(주)월드씨앤에스,대구광역시,북구,"대구광역시 북구 침산남로 209, 2층 202호 (침산동)",대구광역시 북구 침산동 15번지 47호,41561,35.886709,128.598716,정상,053-427-9878,유선,True,영업중,2016-01-07,5,3,0,1,1,5,3450000,2025-08-11 13:23:38
834,PHMB520223450022042500001,(주)월드이앤씨,대구광역시,북구,"대구광역시 북구 동북로 117, 소프트웨어벤처타워 5층 502호 (산격동)",대구광역시 북구 산격동 505-7,41519,35.901971,128.606936,정상,,없음,False,영업중,2017-05-22,5,3,0,1,1,5,3450000,2022-09-15 14:03:00
835,PHMB520093450022042500002,(주)이씨에스(ECS),대구광역시,북구,대구광역시 북구 고성로 176 (고성동2가),대구광역시 북구 고성동2가 76번지,41595,35.880181,128.585207,정상,053-341-1666,유선,True,영업중,2009-06-26,5,5,1,1,1,5,3450000,2015-12-10 16:48:06
836,PHMB520103450022042500004,(주)좋은환경종합관리,대구광역시,북구,"대구광역시 북구 유통단지로8길 108-9, 2층 (산격동)",대구광역시 북구 산격동 1736,41516,35.906589,128.616459,정상,,없음,False,영업중,2010-05-25,5,5,1,1,1,5,3450000,2022-04-21 17:13:13
837,PHMB520203450022042500013,(주)태광메니져먼트,대구광역시,북구,"대구광역시 북구 경대로5길 10, 4층 (대현동)",대구광역시 북구 대현동 21-4,41569,35.884723,128.612962,정상,053-944-6753,유선,True,영업중,2020-06-18,5,3,0,1,1,5,3450000,2021-12-13 15:36:45
838,PHMB520203450022042500001,119엑스터,대구광역시,북구,"대구광역시 북구 관음중앙로 66, 1층 (관음동)",대구광역시 북구 관음동 1332-4,41444,35.939708,128.544572,정상,053-219-0119,유선,True,영업중,2020-01-17,5,3,0,1,1,5,3450000,2022-02-24 19:16:59
839,PHMB519943450022042500002,그린연서,대구광역시,북구,대구광역시 북구 도남길 262-1(도남동),대구광역시 북구 도남동 91-1,41408,35.96973,128.589533,정상,,없음,False,영업중,1994-06-09,5,5,1,1,1,5,3450000,2022-11-24 19:00:30
840,PHMB520103450022042500005,그린환경,대구광역시,북구,대구광역시 북구 구암로60길 11-12 (구암동),대구광역시 북구 구암동 811번지 12호 1층,41472,35.937226,128.569002,정상,053-323-9439,유선,True,영업중,2010-05-26,5,5,1,1,1,5,3450000,2020-07-28 10:10:05
841,PHMB520173450022042500004,금부종합위생,대구광역시,북구,대구광역시 북구 옥산로9길 28-1 (노원동1가),대구광역시 북구 노원동1가 12번지 12호 1층,41589,35.8876,128.582361,정상,053-566-7482,유선,True,영업중,2008-06-18,10,10,0,4,5,10,3450000,2025-11-06 09:58:41
842,PHMB520153450022042500001,금성종합관리,대구광역시,북구,"대구광역시 북구 산격로9길 28, 1층 (산격동)",대구광역시 북구 산격동 1440번지 1호,41537,35.894264,128.602879,정상,053-941-5009,유선,True,영업중,2015-04-20,5,3,0,1,1,5,3450000,2020-03-16 14:01:51
843,PHMB520203450022042500014,다문화인재지원협동조합,대구광역시,북구,대구광역시 북구 망월길 25 (서변동),대구광역시 북구 서변동 1127,41477,35.921995,128.594105,정상,,없음,False,영업중,2020-06-25,5,3,0,1,1,5,3450000,2025-04-10 11:18:29
844,PHMB520043450022042500001,대흥방역공사,대구광역시,북구,대구광역시 북구 칠성남로38길 30-1 (칠성동2가),대구광역시 북구 칠성동2가 302번지 200호,41581,35.875343,128.59956,정상,,없음,False,영업중,2004-09-21,5,5,1,1,1,5,3450000,2019-07-26 18:13:14
845,PHMB520223450022042500008,동득산업,대구광역시,북구,대구광역시 북구 태암남로11길 20-22(구암동),대구광역시 북구 구암동 692-3,41465,35.927058,128.555053,정상,,없음,False,영업중,2022-06-09,5,3,0,1,1,5,3450000,2025-04-10 11:19:56
846,PHMB520093450022042500001,동우크린,대구광역시,북구,대구광역시 북구 관음중앙로17길 29-1 (관음동),대구광역시 북구 관음동 1243번지 21호,41440,35.9437,128.54311,정상,053-354-6272,유선,True,영업중,2009-03-27,5,5,1,1,1,5,3450000,2025-02-04 21:39:40
847,PHMB520223450022042500003,라온퓨어,대구광역시,북구,"대구광역시 북구 산격로 57-2, 101호 (산격동)",대구광역시 북구 산격동 1422-1,41537,35.89553,128.605242,정상,,없음,False,영업중,2022-01-17,5,3,0,1,1,5,3450000,2022-01-18 19:21:43
848,PHMB520243450022042500001,바로,대구광역시,북구,"대구광역시 북구 검단공단로21길 8, 제2동 2층 (검단동)",대구광역시 북구 검단동 501-5,41503,35.913892,128.612627,정상,,없음,False,영업중,2024-01-30,5,3,0,1,1,5,3450000,2024-01-31 11:36:09
849,PHMB520203450022042500005,바이오닥터,대구광역시,북구,"대구광역시 북구 동북로 198, 2층 (산격동)",대구광역시 북구 산격동 1287번지 5호,41535,35.897706,128.614052,정상,,없음,False,영업중,2020-03-09,5,3,0,1,1,5,3450000,2025-04-10 11:15:59
850,PHMB520253450022042500004,벌레잡는총각들 대구광역방역,대구광역시,북구,"대구광역시 북구 한강로6길 15, 2층 204호 (사수동)",대구광역시 북구 사수동 963,41598,35.895666,128.515828,정상,1688-0563,대표번호,True,영업중,2025-03-28,5,3,0,1,1,5,3450000,2025-03-28 10:54:54
851,PHMB520233450022042500005,부성축산,대구광역시,북구,"대구광역시 북구 칠곡중앙대로99길 45-3, 1층 (관음동)",,41444,35.941158,128.545413,정상,,없음,False,영업중,2023-07-28,5,3,0,1,1,5,3450000,2023-07-28 17:09:11
852,PHMB520253450022042500001,브라더 케어,대구광역시,북구,"대구광역시 북구 관음동로13길 1, 1층 (관음동)",대구광역시 북구 관음동 1353-1,41444,35.938395,128.546894,정상,,없음,False,영업중,2025-02-28,5,4,0,3,1,5,3450000,2025-02-28 10:52:17
853,PHMB520163450022042500004,세기위생관리,대구광역시,북구,"대구광역시 북구 팔거천동로2길 11, 1층 (구암동)",대구광역시 북구 구암동 669-11,41465,35.925646,128.551935,정상,053-474-1355,유선,True,영업중,2016-06-22,5,3,0,1,1,5,3450000,2024-06-28 16:51:24
854,PHMB520213450022042500006,세이프존(Safe Zone),대구광역시,북구,"대구광역시 북구 대현로9길 58, 라온빌딩 6층 603호 (산격동)",대구광역시 북구 산격동 1382-80,41567,35.88813,128.603094,정상,,없음,False,영업중,2021-04-30,5,3,0,1,1,5,3450000,2021-06-02 13:22:19
855,PHMB520213450022042500004,세존 대경지사,대구광역시,북구,"대구광역시 북구 대동로 43, 1층 (산격동)",대구광역시 북구 산격동 1265-32,41535,35.896582,128.61155,정상,053-945-0002,유선,True,영업중,2021-02-02,5,3,0,1,1,5,3450000,2021-02-03 19:45:10
856,PHMB520213450022042500008,소울컴퍼니,대구광역시,북구,"대구광역시 북구 대현로 38, 3층 (대현동)",대구광역시 북구 대현동 412-5,41572,35.884891,128.604125,정상,053-784-5995,유선,True,영업중,2021-06-24,5,3,0,1,1,5,3450000,2021-11-22 13:49:37
